10007703251046610107487#AC30#AC31#AC30;AC31;05508253;1;4721729;20240223081134411;R;11;4;57;11;476632;283481;20240223082009534;axifbatch;20240223082009534;axifbatch;9;1;HOYA;;;;22.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;THD5F;UVC
10007703251046610107487#AC30#AC31#AC30;AC31;05511054;1;4723600;20240223081201280;R;11;4;57;11;476632;302390;20240223082009534;axifbatch;20240223082009534;axifbatch;9;1;HOYA;;;;58.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;THD5F;FC
10007703251046610107487#AC30#AC31#AC30;AC31;05511054;1;4723600;20240223081201280;L;11;4;44;11;476632;302390;20240223082009534;axifbatch;20240223082009534;axifbatch;9;1;HOYA;;;;58.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;THD5F;FC
10007703251046610107487#AC30#AC31#AC30;AC31;05507163;1;4720849;20240223081130282;R;14;17;;;;274593;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;4.06;123;125;126;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHC50S;UVC
10007703251046610107487#AC30#AC31#AC30;AC31;05507163;1;4720849;20240223081130282;L;14;17;;;;274593;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;4.06;123;125;126;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHC50S;UVC
10007703251046610107487#AC30#AC31#AC30;AC31;05507163;1;4720849;20240223081350367;R;17;18;;;;274593;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;0.04;149;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHC50S;UVC
10007703251046610107487#AC30#AC31#AC30;AC31;05507163;1;4720849;20240223081350379;L;17;18;;;;274593;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;0.04;149;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHC50S;UVC
10007703251046610107487#AC30#AC31#AC30;AC31;05507163;1;4720849;20240223081350367;R;18;;;;;274593;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10007703251046610107487#AC30#AC31#AC30;AC31;05507163;1;4720849;20240223081350379;L;18;;;;;274593;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10007703251046610107487#AC30#AC31#AC30;AC31;05512135;1;4724371;20240223081134706;R;14;17;;;;310200;20240223082009534;axifbatch;20240223082009534;axifbatch;;1;HOYA;;;;4.06;123;125;126;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHC50S;UVC
