10005430317264184790522#AC30#AC31#AC30;AC31;05513338;1;4725186;20240223073017086;R;17;18;;;;318472;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;1.20;149;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;THD5F;FC
10005430317264184790522#AC30#AC31#AC30;AC31;05513338;1;4725186;20240223073017098;L;17;18;;;;318472;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;1.20;149;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;THD5F;FC
10005430317264184790522#AC30#AC31#AC30;AC31;05513338;1;4725186;20240223073017086;R;18;;;;;318472;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10005430317264184790522#AC30#AC31#AC30;AC31;05513338;1;4725186;20240223073017098;L;18;;;;;318472;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10005430317264184790522#AC30#AC31#AC30;AC31;05513271;1;4725134;20240223073027835;R;17;18;;;;317955;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.05;149;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HC60S;VP
10005430317264184790522#AC30#AC31#AC30;AC31;05513271;1;4725134;20240223073027847;L;17;18;;;;317955;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.05;149;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HC60S;VP
10005430317264184790522#AC30#AC31#AC30;AC31;05513271;1;4725134;20240223073027835;R;18;;;;;317955;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10005430317264184790522#AC30#AC31#AC30;AC31;05513271;1;4725134;20240223073027847;L;18;;;;;317955;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10005430317264184790522#AC30#AC31#AC30;AC31;05509625;1;4722615;20240223073038523;R;18;;;;;292457;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10005430317264184790522#AC30#AC31#AC30;AC31;05509625;1;4722615;20240223073038535;L;18;;;;;292457;20240223074010061;axifbatch;20240223074010061;axifbatch;;1;HOYA;;;;0.00;156;157;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
